Senior Software Engineer (Full Stack-.net/Cloud),Green,Design,Postgresql,Html5,Architecture,Api,Writing,Startup,Aws,Shell,.net,Open source,Lean,Consulting,Inventory,Programming,Information technology,Agile,Python,Automation,C,Aviation,Engineering,Retail,Plan,C sharp,Technical,Javascript,Cloud
Data Science Engineer,Tableau,Data Visualization,Pandas,R,Power Bi,Python,Scikit-Learn,Statistics
Deep Learning Engineer,Tensorflow,Machine Learning,Pytorch,Python,Pandas,Numpy,Statistics,NLP
Game Developer,Unity,C++,Game engine,Creativity,Analytical skills,C sharp
IOS Developer,Objective C,Swift,Xcode,Objective-oriented Programming,Design Principles
Android Developer,Android Studio,Java,Kotlin,UI principles,Object-Oriented design
SEO Consultant,data analysis,A/B Testing,Google Analytics,storytelling,branding,written communication
Growth Hacker,analytics and SEO,conversion rate optimization,traction testing, growth marketing
Full-Stack Developer,Git,HTML,CSS,SASS,JavaScript,Java,MySQL,Ruby,Python,Responsive Web Design,jQuery,frameworks,PHP,Apache,Github
DevOps Manager,Leadership,great communicator,promotes teamwork
Technical Account Manager,customer-focused,great communicator
Digital Marketing Manager,Email marketing, web analytics, storytelling,A/B testing,SEO
Data Scientist, analytical skills,Big data,Machine Learning,Data Anlytics
Web Analytics Developer,Omniture,Google Analytics,Coremetrics,Webtrends,comScore
Accessibility Specialist, screen readers,screen magnifiers,Human interaction,computer interaction,prototyping,wireframing,data analysis
Social Media Manager, Facebook,Instagram,Google+,Twitter,YouTube,Pinterest,Tumblr, Snapchat,data analytics,Storytelling
Systems Engineer,Java,Python,Mainframes,Problem Solving
Business Systems Analyst,IT systems , effective communicator,IT sofware
Frameworks Specialist,Git ,HTML,CSS,JavaScript,jQuery,Node.js,AngularJS,Ember.js,Github
Ruby on Rails Developer,Git,HTML,CSS,JavaScript,Ruby on Rails,SQL,JS libraries,Github
Python Developer,Git,HTML,CSS,Python,Django,JavaScript,jQuery,Github
Mobile Developer,Git ,iOs,Android,other languages like Ruby,C, Java,Github
Front-End Developer,git,JavaScript,jQuery,Grunt/Gulp,SASS,HTML,CSS, Bootstrap,Node.js,AngularJS,Ember.js.,Github
WordPress Developer,Git ,PHP,HTML,CSS,Github
Software Developers,Git ,HTML,CSS,SASS,JavaScript,Java,MySQL,Ruby,Python,Responsive Web Design,jQuery,frameworks,PHP,Apache,github
Systems Administrator,hands-on , organizational skills,networking,management tool
Interaction Designer,HTML,CSS,JavaScript,jQuery,frameworks,git,github
UX Designer,HTML,CSS,JavaScript,wireframing tools,version control tools,data analysis,github,git
Front-End Designer,HTML,CSS,Sass, JavaScript,jQuery, front-end frameworks
Security Specialist, systems threats ,analytical skills,security threats
QA (Quality Assurance) Specialist,independent,detail-oriented,systematic,analytical
Data Modeler,information science training,conceptual  thinking,practical thinking
Agile Project Manager,agile techniques,team management,problem solver
Cloud Architect,Cloud technologies
Computer Graphics Animator,animation tools ,creativity,artistry,teamwork skills
Mobile App Developer,mobile programming,UX/UI design
Database Administrator,organized,detail-oriented,hands on
UI Designer,Photoshop,wireframing,prototyping tools,HTML,CSS,JavaScript,git,github
Technical Lead,programming prowess ,team-building skills,process focused,goal focused,leadership quality
Marketing Technologist,Project management skills,writing and verbal communication skills,HTML,online marketing strategies,quick to learn new technologies,Google Analytics,Mailchimp,Asana,CSS
Product Manager,strong technical background,interacts well with different groups,analytical
Game Developer,creativity
Data Architect,database,systematic thinking
Data Analyst,databse,communication,data storage
Information Architect,web analytics,organize information,site structures,git,github
Content Manager,Writing,editing, storytelling,email marketing,AB testing,traction testing,WordPress
Content Strategist,writing,editing, email marketing,AB testing ,Traction Testing ,Wordpress,Storytelling
